id,ts,user_id,user_age,user_gender,user_education,poem_title,image_path,image_type,q1_1_right_answer,phase1_response_ms,answers_json,phase2_response_ms,total_response_ms
7921,2026-02-24T01:35:23.547520,BZ5,30,男,博士,月夜忆舍弟,/home/ubuntu/workspace/image_voting_system/all_images/月夜忆舍弟_seedream.jpg,seedream,D,22713,"{""q1-2"": ""a"", ""q1-1"": ""D"", ""q2-1"": ""a"", ""q2-2"": ""a"", ""q2-3"": ""a"", ""q2-4"": ""a"", ""q2-5"": ""a"", ""q2-6"": ""a"", ""q2-7"": ""d"", ""q2-8"": ""a"", ""q2-9"": ""a"", ""q2-10"": ""a""}",259713,282426
7922,2026-02-24T01:35:50.671267,LuoLuo,30,男,硕士,汉江临泛,/home/ubuntu/workspace/image_voting_system/all_images/汉江临泛_nano.jpg,nano,C,31434,"{""q1-2"": ""c"", ""q1-1"": ""D"", ""q2-1"": ""a"", ""q2-2"": ""a"", ""q2-3"": ""b"", ""q2-4"": ""a"", ""q2-5"": ""a"", ""q2-6"": ""c"", ""q2-7"": ""a"", ""q2-8"": ""a"", ""q2-9"": ""a"", ""q2-10"": ""b""}",32594,64028
7923,2026-02-24T01:37:17.865380,LuoLuo,30,男,硕士,无题·来是空言去绝踪,/home/ubuntu/workspace/image_voting_system/all_images/无题·来是空言去绝踪_mj.jpg,mj,D,35061,"{""q1-2"": ""d"", ""q1-1"": ""B"", ""q2-1"": ""a"", ""q2-2"": ""c"", ""q2-3"": ""c"", ""q2-4"": ""b"", ""q2-5"": ""e"", ""q2-6"": ""d"", ""q2-7"": ""c"", ""q2-8"": ""a"", ""q2-9"": ""c"", ""q2-10"": ""d""}",52133,87194
7924,2026-02-24T01:38:21.057462,LuoLuo,30,男,硕士,韦讽录事宅观曹将军画马图,/home/ubuntu/workspace/image_voting_system/all_images/韦讽录事宅观曹将军画马图_mj.jpg,mj,C,8316,"{""q1-2"": ""c"", ""q1-1"": ""C"", ""q2-1"": ""a"", ""q2-2"": ""b"", ""q2-3"": ""b"", ""q2-4"": ""c"", ""q2-6"": ""c"", ""q2-7"": ""a"", ""q2-8"": ""a"", ""q2-9"": ""b"", ""q2-10"": ""d"", ""q2-5"": ""e""}",54877,63193
7925,2026-02-24T01:39:41.922399,LuoLuo,30,男,硕士,八阵图,/home/ubuntu/workspace/image_voting_system/all_images/八阵图_mj.jpg,mj,D,35969,"{""q1-2"": ""d"", ""q1-1"": ""B"", ""q2-1"": ""b"", ""q2-2"": ""b"", ""q2-3"": ""c"", ""q2-4"": ""c"", ""q2-5"": ""e"", ""q2-6"": ""c"", ""q2-7"": ""c"", ""q2-8"": ""a"", ""q2-9"": ""c"", ""q2-10"": ""e""}",44895,80864
7926,2026-02-24T01:40:48.126859,LuoLuo,30,男,硕士,咏怀古迹五首·其一,/home/ubuntu/workspace/image_voting_system/all_images/咏怀古迹五首·其一_nano.jpg,nano,D,39745,"{""q1-2"": ""b"", ""q1-1"": ""D"", ""q2-1"": ""a"", ""q2-2"": ""b"", ""q2-3"": ""b"", ""q2-4"": ""b"", ""q2-5"": ""b"", ""q2-6"": ""b"", ""q2-7"": ""a"", ""q2-8"": ""a"", ""q2-9"": ""b"", ""q2-10"": ""c""}",26460,66205
7927,2026-02-24T01:42:00.790478,LuoLuo,30,男,硕士,北青萝,/home/ubuntu/workspace/image_voting_system/all_images/北青萝_mj.jpg,mj,C,26437,"{""q1-2"": ""b"", ""q1-1"": ""D"", ""q2-1"": ""a"", ""q2-2"": ""c"", ""q2-3"": ""c"", ""q2-4"": ""c"", ""q2-5"": ""c"", ""q2-6"": ""d"", ""q2-7"": ""b"", ""q2-8"": ""a"", ""q2-9"": ""c"", ""q2-10"": ""d""}",43674,70111
7928,2026-02-24T01:42:39.909301,BZ5,30,男,博士,哀王孙,/home/ubuntu/workspace/image_voting_system/all_images/哀王孙_seedream.jpg,seedream,B,50010,"{""q1-2"": ""a"", ""q1-1"": ""B"", ""q2-1"": ""a"", ""q2-2"": ""a"", ""q2-3"": ""a"", ""q2-4"": ""a"", ""q2-5"": ""e"", ""q2-6"": ""a"", ""q2-7"": ""a"", ""q2-8"": ""a"", ""q2-9"": ""a"", ""q2-10"": ""a""}",386351,436361
7929,2026-02-24T01:42:55.702213,LuoLuo,30,男,硕士,听安万善吹觱篥歌,/home/ubuntu/workspace/image_voting_system/all_images/听安万善吹觱篥歌_nano.jpg,nano,C,28471,"{""q1-2"": ""a"", ""q1-1"": ""C"", ""q2-1"": ""a"", ""q2-2"": ""a"", ""q2-3"": ""a"", ""q2-4"": ""a"", ""q2-5"": ""e"", ""q2-6"": ""a"", ""q2-7"": ""a"", ""q2-8"": ""a"", ""q2-9"": ""a"", ""q2-10"": ""a""}",26440,54911
7930,2026-02-24T01:43:34.691378,BZ5,30,男,博士,寻隐者不遇,/home/ubuntu/workspace/image_voting_system/all_images/寻隐者不遇_seedream.jpg,seedream,B,11466,"{""q1-2"": ""a"", ""q1-1"": ""B"", ""q2-1"": ""a"", ""q2-2"": ""a"", ""q2-3"": ""a"", ""q2-4"": ""a"", ""q2-5"": ""a"", ""q2-6"": ""c"", ""q2-7"": ""d"", ""q2-8"": ""a"", ""q2-9"": ""a"", ""q2-10"": ""a""}",43316,54782
